"Gene","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","Significant","Direction"
"Acsl3",0.2324,3.64791615371999e-20,1.1777297302285e-15,0.484,0.355,"No","NS"
"Dtd1",0.2323,1.70853549649566e-33,5.51600685043625e-29,0.216,0.101,"No","NS"
"Rbm3",0.2321,8.22265164503402e-28,2.65468308359923e-23,0.905,0.875,"No","NS"
"Praf2",0.2314,1.43076381806632e-22,4.61922098662711e-18,0.33,0.211,"No","NS"
"Hddc2",0.2311,2.00565762722184e-31,6.47526564948573e-27,0.337,0.196,"No","NS"
"Acsl4",0.2307,8.15103718494925e-32,2.63156235516087e-27,0.328,0.186,"No","NS"
"Prrx2",0.2307,1.38926431134805e-15,4.48523982918717e-11,0.352,0.252,"No","NS"
"Ndufs6",0.2304,6.20719409035886e-17,2.00399261207236e-12,0.648,0.539,"No","NS"
"Pfkl",0.23,2.57527873323658e-27,8.31428739025429e-23,0.343,0.21,"No","NS"
"Pip4p1",0.2298,3.495472495609e-28,1.12851329520737e-23,0.282,0.16,"No","NS"
"Xpot",0.2298,1.17672306679703e-19,3.79905042115422e-15,0.435,0.314,"No","NS"
"Rev3l",0.2296,5.70868755665393e-16,1.84304977766572e-11,0.505,0.387,"No","NS"
"Sec14l1",0.2291,1.35627410349205e-24,4.37873094312408e-20,0.293,0.176,"No","NS"
"Gmfb",0.2291,9.2873808202422e-22,2.9984308978152e-17,0.336,0.215,"No","NS"
"Atp6v0a1",0.2288,6.29547353254454e-29,2.032493629982e-24,0.271,0.148,"No","NS"
"Hebp1",0.2286,9.1331591406949e-32,2.94864042857335e-27,0.258,0.134,"No","NS"
"Nlk",0.2284,1.21441062597238e-19,3.92072470595184e-15,0.377,0.261,"No","NS"
"Tcf3",0.2282,1.82324943893461e-19,5.88636081360038e-15,0.451,0.332,"No","NS"
"Lrrc8d",0.2279,5.57671156084351e-18,1.80044132741833e-13,0.344,0.24,"No","NS"
"Ptrh2",0.2278,8.6699715734678e-24,2.79910032249408e-19,0.41,0.275,"No","NS"
"Pttg1ip",0.2272,7.49061000344518e-18,2.41834343961228e-13,0.578,0.477,"No","NS"
"Perp",0.2271,2.97683978581079e-62,9.61072724849012e-58,0.193,0.055,"No","NS"
"Cast",0.2269,1.34052851554399e-23,4.32789631243377e-19,0.47,0.337,"No","NS"
"1110038F14Rik",0.2269,5.43413107790284e-16,1.75440921850093e-11,0.521,0.415,"No","NS"
"Nid1",0.2268,6.71126137768754e-42,2.16673073578642e-37,0.225,0.093,"No","NS"
"Dbnl",0.2264,5.41581331535412e-27,1.74849532886208e-22,0.364,0.23,"No","NS"
"Snrnp70",0.2264,7.03728844187276e-19,2.27198857345862e-14,0.776,0.695,"No","NS"
"Elovl6",0.226,1.88532079411626e-16,6.08675818380435e-12,0.464,0.349,"No","NS"
"Sspn",0.2257,6.36663289718156e-31,2.05546743085507e-26,0.267,0.142,"No","NS"
"Rapgef6",0.2257,1.12670827868469e-16,3.63757767773351e-12,0.483,0.366,"No","NS"
"Rps13",0.2253,6.02089961023643e-54,1.94384743916483e-49,0.986,0.988,"No","NS"
"1810037I17Rik",0.2252,4.98900547912901e-19,1.6107004189368e-14,0.607,0.486,"No","NS"
"Palm",0.225,7.97349892836743e-41,2.57424412902342e-36,0.254,0.116,"No","NS"
"Tm9sf2",0.225,2.37541470577231e-18,7.66902637758591e-14,0.494,0.375,"No","NS"
"Magohb",0.2249,6.110121444871e-25,1.9726527084766e-20,0.388,0.256,"No","NS"
"Rabgap1l",0.2248,1.79404286685217e-13,5.79206739563223e-09,0.399,0.303,"No","NS"
"Slc16a1",0.2243,3.1420536902791e-27,1.01441203390661e-22,0.281,0.159,"No","NS"
"Timp1",0.2238,2.93089868221353e-06,0.094624063955264,0.802,0.764,"No","NS"
"Ptprg",0.2234,3.78745469520414e-11,1.22277974834666e-06,0.493,0.402,"No","NS"
"Cct2",0.2229,1.12545403783619e-26,3.63352836115413e-22,0.922,0.901,"No","NS"
"Bicd1",0.2229,1.77413409643495e-16,5.72779193034025e-12,0.334,0.23,"No","NS"
"Dock4",0.2229,0.00189091543792366,1,0.365,0.333,"No","NS"
"Wapl",0.2225,1.5587417751792e-16,5.03239782116604e-12,0.507,0.399,"No","NS"
"Rnasek",0.2224,4.16290006287452e-20,1.34399228529904e-15,0.668,0.551,"No","NS"
"Snd1",0.2223,1.91235578919753e-16,6.17404066542421e-12,0.676,0.562,"No","NS"
"Map4k1",0.222,1.3959607706333e-104,4.50685934798962e-100,0.138,0.01,"No","NS"
"Ar",0.222,3.0763675082744e-46,9.9320525004639e-42,0.148,0.043,"No","NS"
"Snu13",0.222,6.78089518281368e-23,2.1892120097714e-18,0.847,0.803,"No","NS"
"Kpna3",0.2216,7.74220871466803e-22,2.49957208353057e-17,0.415,0.29,"No","NS"
"Lsp1",0.2215,9.94069237715918e-55,3.20935253396584e-50,0.156,0.041,"No","NS"
"Tsen15",0.2212,4.00205806264053e-27,1.2920644455235e-22,0.287,0.166,"No","NS"
"Pcbp1",0.2212,4.47236690174462e-17,1.44390365422825e-12,0.635,0.527,"No","NS"
"Tcf7l2",0.221,1.75994962022365e-15,5.68199734889204e-11,0.615,0.495,"No","NS"
"Kansl1",0.221,1.56795952301054e-10,5.06215732003952e-06,0.597,0.509,"No","NS"
"Bin3",0.2207,1.44803515529127e-48,4.67498149885786e-44,0.163,0.05,"No","NS"
"Rpl27a",0.2205,2.63652001030808e-73,8.51200485327963e-69,0.992,0.998,"No","NS"
"Tst",0.2197,1.83654547685878e-25,5.92928707203856e-21,0.195,0.098,"No","NS"
"Tenm4",0.2196,3.33723223210119e-24,1.07742542613387e-19,0.146,0.065,"No","NS"
"Epb41l4aos",0.2193,1.10763081362628e-26,3.57598608179246e-22,0.43,0.285,"No","NS"
"Snrpd1",0.2191,2.62844898944282e-20,8.48594756241613e-16,0.821,0.772,"No","NS"
"Smim11",0.2191,9.82450249526324e-15,3.17184063059574e-10,0.369,0.27,"No","NS"
"Vdac2",0.2189,8.93414103059265e-16,2.88438743172684e-11,0.759,0.666,"No","NS"
"Nt5dc2",0.2186,2.46837585072505e-29,7.96915143406582e-25,0.284,0.157,"No","NS"
"Cks1b",0.2186,3.0204051885954e-15,9.75137815138024e-11,0.742,0.653,"No","NS"
"Rnaseh2b",0.2182,1.57494492430464e-27,5.08470968811752e-23,0.222,0.114,"No","NS"
"Sash1",0.2181,2.36516380415118e-56,7.63593134170209e-52,0.122,0.024,"No","NS"
"Wnt10b",0.2179,1.893547945965e-127,6.11331954354801e-123,0.127,0,"No","NS"
"Flt1",0.2179,1.11040627375597e-37,3.58494665482115e-33,0.144,0.048,"No","NS"
"Lrp8",0.2179,1.69910951898138e-28,5.48557508203139e-24,0.273,0.151,"No","NS"
"Cdk19",0.2177,1.08813299864404e-14,3.51303738612229e-10,0.299,0.208,"No","NS"
"Ier3",0.2175,9.41854798586727e-17,3.04077821723725e-12,0.515,0.395,"No","NS"
"Klhl13",0.2174,3.70582086737457e-91,1.19642426703188e-86,0.112,0.006,"No","NS"
"Bicc1",0.217,2.1080323175299e-27,6.80578233714527e-23,0.14,0.057,"No","NS"
"Ndufb3",0.217,1.4502898764827e-15,4.68226086622441e-11,0.616,0.51,"No","NS"
"Heatr5a",0.2167,9.74514491994205e-19,3.14622003740329e-14,0.359,0.246,"No","NS"
"Atpif1",0.2159,1.19235561865767e-17,3.84952011483629e-13,0.871,0.816,"No","NS"
"Mtln",0.2155,1.59697113665455e-24,5.15582131468923e-20,0.385,0.25,"No","NS"
"Ptprn2",0.2154,1.14789342840659e-32,3.70597393361068e-28,0.166,0.067,"No","NS"
"Ppp4c",0.2151,1.2195366424841e-19,3.93727405025992e-15,0.363,0.247,"No","NS"
"Dok1",0.215,1.17709910059535e-17,3.80026444627208e-13,0.353,0.247,"No","NS"
"Mmp28",0.2149,9.39472307419775e-46,3.03308634450474e-41,0.154,0.047,"No","NS"
"Fads1",0.2149,1.6769540414819e-20,5.4140461229243e-16,0.312,0.201,"No","NS"
"Supt4a",0.2148,1.51712022433956e-19,4.89802264428029e-15,0.526,0.399,"No","NS"
"Avpi1",0.2147,6.40922269925007e-16,2.06921754845288e-11,0.484,0.369,"No","NS"
"Cdk14",0.2146,8.60204798476288e-09,0.00027771711918807,0.693,0.622,"No","NS"
"Bola1",0.2145,2.22552329584145e-21,7.18510196062412e-17,0.382,0.26,"No","NS"
"Polr2k",0.2145,1.24264255799975e-17,4.01187149850219e-13,0.47,0.358,"No","NS"
"Arhgef1",0.2143,5.26110356423726e-31,1.698547285714e-26,0.258,0.133,"No","NS"
"Fh1",0.2143,8.26009225214987e-17,2.66677078360658e-12,0.529,0.406,"No","NS"
"Limk2",0.2142,1.95176666301389e-24,6.30127867154034e-20,0.284,0.167,"No","NS"
"Mtap",0.214,1.17492558436164e-15,3.79324724911156e-11,0.564,0.455,"No","NS"
"Mrpl42",0.2139,3.1372963343522e-18,1.01287612154561e-13,0.627,0.513,"No","NS"
"Utp11",0.2139,8.276923479008e-16,2.67220474519773e-11,0.556,0.445,"No","NS"
"Sorbs3",0.2137,9.68698436346764e-30,3.12744290174553e-25,0.22,0.109,"No","NS"
"Unc5c",0.2137,0.0757169541401181,1,0.284,0.273,"No","NS"
"Tagln2",0.2135,8.19562921676496e-26,2.64595889263257e-21,0.932,0.893,"No","NS"
"Rgma",0.2134,1.54931299369971e-31,5.00195700015952e-27,0.195,0.089,"No","NS"
"Abcb10",0.213,7.20886055139727e-20,2.32738062901861e-15,0.268,0.168,"No","NS"
"Chmp4c",0.2122,6.97227520503211e-52,2.25099904994462e-47,0.159,0.045,"No","NS"
"Pou3f2",0.2121,6.13470361393447e-74,1.98058906175874e-69,0.11,0.011,"No","NS"
"Atp5k",0.2121,8.16379264235891e-15,2.63568045458557e-10,0.738,0.649,"No","NS"
"Kdm6b",0.212,8.98097747120055e-22,2.8995085765771e-17,0.282,0.173,"No","NS"
"Bmp4",0.2116,2.05331877138228e-13,6.62913965340769e-09,0.495,0.396,"No","NS"
"Rnf219",0.2115,5.44357894506853e-39,1.75745946241538e-34,0.197,0.08,"No","NS"
"Clns1a",0.2114,6.72663955395701e-20,2.17169557999502e-15,0.416,0.295,"No","NS"
"Polr2h",0.2112,5.16337371747861e-20,1.66699520468797e-15,0.433,0.312,"No","NS"
"Suclg2",0.2109,1.10448634900705e-24,3.56583417776925e-20,0.377,0.246,"No","NS"
"Kif21a",0.2109,1.35083252742767e-14,4.36116281480023e-10,0.593,0.48,"No","NS"
"Rpl10-ps3",0.2108,2.79679397760562e-15,9.02944935669973e-11,0.561,0.443,"No","NS"
"Ttll7",0.2107,1.94861956183859e-39,6.29111825539588e-35,0.213,0.089,"No","NS"
"Cd248",0.2105,4.99223376751635e-43,1.61174267184265e-38,0.227,0.093,"No","NS"
"Nupr1",0.2097,5.68750116138605e-14,1.83620974995348e-09,0.496,0.402,"No","NS"
"Rtcb",0.2093,7.32844665549506e-18,2.36598900272658e-13,0.571,0.455,"No","NS"
"Trabd2b",0.2093,3.78792112420594e-15,1.22293033494989e-10,0.164,0.096,"No","NS"
"Cdk5rap3",0.2089,2.53383860021453e-32,8.18049792079261e-28,0.287,0.153,"No","NS"
"Bcat1",0.2088,2.67958502748944e-25,8.65104026124966e-21,0.252,0.14,"No","NS"
"Mpp6",0.2088,2.51392279300546e-18,8.11619973721813e-14,0.518,0.395,"No","NS"
"Cdh13",0.2085,1.70318985183946e-08,0.00054987484366637,0.71,0.636,"No","NS"
"Naxe",0.2082,1.90428847730832e-19,6.14799534898992e-15,0.398,0.277,"No","NS"
"Ubac2",0.208,1.5550705120726e-27,5.02054514822639e-23,0.295,0.169,"No","NS"
"Col12a1",0.2078,1.05862566570993e-10,3.41777296174452e-06,0.655,0.58,"No","NS"
"Mrps36",0.2076,1.06966853670191e-13,3.45342487074211e-09,0.443,0.341,"No","NS"
"Glod4",0.2074,2.59862147418746e-34,8.38964942941422e-30,0.247,0.12,"No","NS"
"Ruvbl2",0.2074,9.53551924216354e-16,3.0785423873325e-11,0.484,0.373,"No","NS"
"Smpdl3b",0.2072,9.21610307877275e-64,2.97541887898178e-59,0.137,0.026,"No","NS"
"Mettl26",0.2067,1.11894848375244e-26,3.61252517979476e-22,0.308,0.182,"No","NS"
"Psmg3",0.2067,1.19027845889671e-26,3.84281400454803e-22,0.301,0.176,"No","NS"
"Sept10",0.2067,2.44210563615689e-18,7.88433804633253e-14,0.5,0.374,"No","NS"
"Sh3pxd2b",0.2065,7.85928816964811e-17,2.53737118557089e-12,0.325,0.221,"No","NS"
"Nsf",0.2059,1.3204856282245e-18,4.26318785072279e-14,0.352,0.24,"No","NS"
"Gm1673",0.2058,5.01194457648408e-15,1.61810630651788e-10,0.596,0.483,"No","NS"
"Phb2",0.2055,4.00728015599024e-13,1.29375039836145e-08,0.742,0.664,"No","NS"
"Ehbp1",0.2054,1.8082740371042e-07,0.00583801272879091,0.478,0.411,"No","NS"
"Cacna1a",0.2053,1.41341958697821e-22,4.56322513655913e-18,0.317,0.198,"No","NS"
"Rpl5",0.2048,9.22609559801272e-45,2.97864496381841e-40,0.986,0.989,"No","NS"
"Tmem205",0.2042,1.02981887239786e-28,3.32477022953648e-24,0.206,0.1,"No","NS"
"Chst3",0.2041,1.83744736324661e-83,5.93219881224167e-79,0.11,0.007,"No","NS"
"Aspscr1",0.2041,4.4168982718525e-21,1.42599560706758e-16,0.304,0.194,"No","NS"
"Dazap1",0.2039,5.72818076468171e-16,1.84934315987749e-11,0.659,0.554,"No","NS"
"Map1a",0.2038,2.75746147581313e-45,8.90246437466269e-41,0.181,0.063,"No","NS"
"Pdgfb",0.2033,1.88289443355008e-60,6.07892467871644e-56,0.108,0.015,"No","NS"
"Rpl21",0.2032,1.01518021644355e-53,3.277509328788e-49,0.996,0.991,"No","NS"
"Bloc1s1",0.2031,5.30243045585881e-29,1.71188967267402e-24,0.342,0.203,"No","NS"
"Kitl",0.2029,8.70117792223127e-29,2.80917529219236e-24,0.196,0.093,"No","NS"
"Pde3b",0.2028,1.60057641717451e-14,5.16746096284789e-10,0.308,0.216,"No","NS"
"Glt8d1",0.2027,2.55335406031818e-17,8.24350358373726e-13,0.255,0.164,"No","NS"
"Atoh8",0.2026,6.81755137934409e-21,2.20104646282124e-16,0.148,0.073,"No","NS"
"Ets2",0.2025,3.64438529369767e-20,1.17658979207029e-15,0.325,0.211,"No","NS"
"Tbx3",0.2024,1.9805704979536e-66,6.3942718526432e-62,0.136,0.024,"No","NS"
"Tsc22d1",0.2022,2.53492729244436e-17,8.18401276365663e-13,0.651,0.53,"No","NS"
"Anxa11",0.202,4.58754058373294e-34,1.48108747745818e-29,0.143,0.052,"No","NS"
"Bcl2l12",0.2018,2.24917322549352e-22,7.26145575850583e-18,0.177,0.09,"No","NS"
"Akap7",0.2012,2.23260706211048e-30,7.20797190002369e-26,0.204,0.096,"No","NS"
"Haghl",0.2012,1.55447163351862e-25,5.01861166881486e-21,0.23,0.123,"No","NS"
"Pgls",0.2012,3.05426210617138e-14,9.86068520977431e-10,0.632,0.524,"No","NS"
"Hmbox1",0.2011,2.41253660071922e-20,7.78887441542199e-16,0.215,0.123,"No","NS"
"Uggt2",0.2011,8.07130967950231e-17,2.60582233002732e-12,0.238,0.15,"No","NS"
"Mthfd1",0.2008,4.22829903343836e-20,1.36510634294558e-15,0.472,0.344,"No","NS"
"Arf6",0.2008,9.5763370035195e-18,3.09172040158627e-13,0.514,0.391,"No","NS"
"Rnh1",0.2007,1.15389893262779e-15,3.72536270398883e-11,0.726,0.628,"No","NS"
"Fgf2",0.2006,4.35612277350526e-54,1.40637423742617e-49,0.128,0.028,"No","NS"
"Mrps28",0.2006,8.86868429896965e-18,2.86325472592235e-13,0.431,0.313,"No","NS"
"Fbln5",0.2002,8.16651412959552e-09,0.000263655908673991,0.407,0.333,"No","NS"
"Tm7sf3",0.2001,8.72213654693579e-28,2.81594178417822e-23,0.217,0.11,"No","NS"
"G630016G05Rik",0.1998,4.95850615248029e-50,1.60085371132826e-45,0.122,0.027,"No","NS"
"Aqp1",0.1996,1.71423681638476e-76,5.53441356169819e-72,0.109,0.01,"No","NS"
"Bpgm",0.1991,1.40669099297326e-19,4.54150187081417e-15,0.468,0.34,"No","NS"
"Bola2",0.199,9.7101109185799e-18,3.13490931006352e-13,0.675,0.563,"No","NS"
"Dpy30",0.1988,1.41049182439901e-10,4.5537728550722e-06,0.482,0.39,"No","NS"
"Eva1c",0.1987,7.79523927275243e-11,2.51669299920812e-06,0.445,0.356,"No","NS"
"Srrm1",0.1987,1.87140977078111e-10,6.04184644496681e-06,0.722,0.659,"No","NS"
"Slc7a2",0.1982,6.97946907723607e-52,2.25332159158567e-47,0.134,0.031,"No","NS"
"Angptl2",0.1981,1.38688688774217e-19,4.4775643170756e-15,0.418,0.291,"No","NS"
"Foxp1",0.1979,5.41364694281873e-11,1.74779591548903e-06,0.755,0.678,"No","NS"
"Adk",0.1977,3.72249386716336e-11,1.20180714501369e-06,0.627,0.541,"No","NS"
"Rpl24",0.1975,1.56474089308662e-45,5.05176597333014e-41,0.99,0.993,"No","NS"
"Sox9",0.1975,9.27101330060811e-16,2.99314664410133e-11,0.233,0.149,"No","NS"
"Shisa4",0.1974,6.72322998443404e-22,2.17059480047453e-17,0.318,0.202,"No","NS"
"Sema6a",0.197,4.16495479364524e-41,1.34465565512836e-36,0.129,0.036,"No","NS"
"Ccar2",0.1966,2.04910913100544e-42,6.61554882945107e-38,0.154,0.05,"No","NS"
"Tspan14",0.1966,8.21331634138535e-35,2.65166918081626e-30,0.177,0.072,"No","NS"
"Orc5",0.1963,2.02327519807081e-22,6.53214397697162e-18,0.246,0.142,"No","NS"
"AI413582",0.1963,3.26082677938753e-22,1.05275792572526e-17,0.19,0.1,"No","NS"
"Rps6kb1",0.1957,3.38813124263936e-11,1.09385817168612e-06,0.485,0.396,"No","NS"
"Setd5",0.1957,1.04091602063083e-09,3.36059737260664e-05,0.685,0.611,"No","NS"
"Ppp2r2a",0.1954,4.28529638031976e-14,1.38350793638624e-09,0.532,0.425,"No","NS"
"Med14",0.1953,3.22017429169919e-11,1.03963327007508e-06,0.536,0.444,"No","NS"
"Ece1",0.1951,2.00113615651093e-64,6.46066808129554e-60,0.135,0.025,"No","NS"
"Ube2d1",0.195,3.03511608184906e-21,9.79887227024969e-17,0.269,0.162,"No","NS"
"Mettl1",0.195,2.96284378217852e-18,9.56554115076334e-14,0.501,0.378,"No","NS"
"Crip2",0.195,4.29797721038132e-11,1.38760194237161e-06,0.721,0.631,"No","NS"
"Mzt1",0.1947,8.61066449364652e-25,2.77995303177378e-20,0.25,0.141,"No","NS"
"Cox6b1",0.1942,6.04541535957393e-24,1.95176234883844e-19,0.906,0.868,"No","NS"
"Cavin4",0.1941,3.33118051861179e-31,1.07547163043382e-26,0.161,0.065,"No","NS"
"Nf1",0.194,3.73298605572156e-08,0.00120519454808971,0.576,0.506,"No","NS"
"Tspan31",0.1938,1.93608448112407e-16,6.25064874730907e-12,0.358,0.251,"No","NS"
"Tbc1d9b",0.1935,2.45351082268139e-22,7.92115969102686e-18,0.256,0.149,"No","NS"
"Snrpn",0.1933,6.50055528143831e-57,2.09870427261236e-52,0.152,0.037,"No","NS"
"Btbd2",0.1932,9.08438767608916e-33,2.93289456122539e-28,0.24,0.116,"No","NS"
"Lsm4",0.1932,1.04371433900128e-12,3.36963174346562e-08,0.722,0.655,"No","NS"
"Ppa2",0.1927,2.21550671484187e-17,7.15276342886696e-13,0.337,0.229,"No","NS"
"Dnajc7",0.1926,1.8333103756178e-15,5.91884254768206e-11,0.582,0.469,"No","NS"
"Cbx1",0.1926,1.96181583194328e-14,6.33372241342887e-10,0.626,0.525,"No","NS"
"Mtmr6",0.1923,1.11838105319814e-30,3.61069323025019e-26,0.202,0.093,"No","NS"
"Prrg1",0.1921,4.95036864028712e-74,1.5982265155167e-69,0.113,0.012,"No","NS"
"Rps21",0.1918,1.34155955047681e-52,4.33122500871438e-48,0.997,0.996,"No","NS"
"Tor3a",0.1918,1.54040396897379e-40,4.97319421383188e-36,0.173,0.062,"No","NS"
"Pdhb",0.1917,3.85327280074937e-20,1.24402912372193e-15,0.326,0.213,"No","NS"
"Elf1",0.1916,1.00885293604646e-11,3.25708170402598e-07,0.265,0.189,"No","NS"
"Prdx1",0.1915,1.63785899027888e-26,5.28782775011536e-22,0.963,0.945,"No","NS"
"Prep",0.1914,2.53168150633095e-17,8.17353374318948e-13,0.411,0.298,"No","NS"
"Rab1a",0.1911,2.24388494971458e-16,7.24438256015353e-12,0.512,0.39,"No","NS"
"Cpsf6",0.1911,7.35316097742398e-11,2.37396802156133e-06,0.612,0.518,"No","NS"
"Map7d1",0.1909,2.13313129554069e-14,6.88681438765311e-10,0.629,0.524,"No","NS"
"Pam16",0.1909,4.01235543543481e-13,1.29538895233013e-08,0.426,0.326,"No","NS"
"Coq2",0.1908,1.29954659483261e-29,4.19558618141708e-25,0.262,0.139,"No","NS"
"Zfhx3",0.1908,1.12540073557629e-09,3.63335627480805e-05,0.735,0.646,"No","NS"
"Nek7",0.1906,1.09322591185982e-11,3.52947985643942e-07,0.658,0.573,"No","NS"
"Pacsin3",0.1905,5.05692286852443e-43,1.63262754810311e-38,0.149,0.046,"No","NS"
"Ppp1r35",0.1904,1.44064732015248e-26,4.65112987311229e-22,0.251,0.138,"No","NS"
"Smim4",0.1901,6.91530840848524e-19,2.23260731967946e-14,0.257,0.159,"No","NS"
"Hnrnph3",0.1899,9.42302498741166e-15,3.04222361718586e-10,0.461,0.356,"No","NS"
"Tk1",0.1899,1.56099549075565e-09,5.03967394190462e-05,0.503,0.422,"No","NS"
"Mrpl10",0.1897,8.13230810295604e-22,2.62551567103936e-17,0.241,0.141,"No","NS"
"Ngdn",0.1896,1.09203985529057e-25,3.52565067280562e-21,0.266,0.149,"No","NS"
"Pak1",0.1896,1.19549319729031e-19,3.85964978745175e-15,0.331,0.219,"No","NS"
"Chchd1",0.1896,1.08934577930776e-15,3.51695284849509e-11,0.623,0.522,"No","NS"
"Rpl7",0.1895,1.27947421579918e-43,4.13078250570765e-39,0.99,0.991,"No","NS"
"Parp2",0.1895,2.2114443194642e-21,7.13964798539017e-17,0.329,0.214,"No","NS"
"Rcn3",0.1891,5.5488924488091e-23,1.79145992709802e-18,0.341,0.215,"No","NS"
"Pdgfc",0.1889,9.50322917137823e-09,0.000306811753797946,0.578,0.502,"No","NS"
"Cyb5a",0.1888,2.7060113803435e-14,8.73635774143898e-10,0.578,0.473,"No","NS"
"Phpt1",0.1882,2.14562014763786e-27,6.92713464664884e-23,0.24,0.127,"No","NS"
"Arntl",0.1882,8.55298069832998e-25,2.76132981845584e-20,0.187,0.092,"No","NS"
"Sumo2",0.1882,1.17470390654045e-15,3.79253156226584e-11,0.845,0.803,"No","NS"
"Nudt9",0.1881,1.63531836693952e-21,5.27962534766424e-17,0.29,0.18,"No","NS"
"Rbms2",0.1881,1.6115009191231e-13,5.20273071738894e-09,0.448,0.348,"No","NS"
"Kif16b",0.1877,1.07581662480955e-21,3.47327397319763e-17,0.237,0.136,"No","NS"
"Hnrnpab",0.1875,6.16960719269278e-13,1.99185768216086e-08,0.809,0.77,"No","NS"
"Afg1l",0.1874,2.04220799275853e-20,6.5932685046209e-16,0.165,0.085,"No","NS"
"Rrp1",0.1873,4.41766928115462e-16,1.42624452742077e-11,0.73,0.637,"No","NS"
"Rbpms",0.1872,1.8012385887097e-56,5.81529878364925e-52,0.128,0.026,"No","NS"
"Acin1",0.1871,1.50760407891019e-13,4.86729976876154e-09,0.638,0.536,"No","NS"
"Sars",0.1868,3.28937234261881e-12,1.06197386081448e-07,0.677,0.607,"No","NS"
"Tmed3",0.1866,1.39921145658789e-19,4.51735418759399e-15,0.282,0.178,"No","NS"
"Gyg",0.1862,1.03500200549387e-24,3.34150397473697e-20,0.228,0.123,"No","NS"
"Sec61b",0.1862,8.39921217453899e-14,2.71168565054991e-09,0.843,0.788,"No","NS"
"Utrn",0.1862,2.73309247461144e-08,0.000882378905428302,0.861,0.812,"No","NS"
"Tom1l1",0.186,2.5180371190269e-45,8.12948283877834e-41,0.142,0.04,"No","NS"
"Sri",0.186,1.73741117416541e-10,5.60923197579302e-06,0.646,0.56,"No","NS"
"Tmem107",0.1857,3.11174899678957e-29,1.00462816361351e-24,0.231,0.116,"No","NS"
"Pde8a",0.1857,5.71862781041524e-22,1.84625898859256e-17,0.168,0.083,"No","NS"
"Aarsd1",0.1856,2.20705316254109e-16,7.1254711352639e-12,0.44,0.33,"No","NS"
"2310009B15Rik",0.1855,4.39117083248111e-18,1.41768950326653e-13,0.294,0.191,"No","NS"
"Cyth3",0.1854,1.01947665417588e-10,3.29138037800684e-06,0.593,0.498,"No","NS"
"Nob1",0.1853,3.15548388842935e-15,1.01874797337942e-10,0.301,0.206,"No","NS"
"Pan3",0.1853,4.54402025947362e-09,0.000146703694077106,0.531,0.441,"No","NS"
"Gusb",0.1852,1.18796245032302e-19,3.83533677086786e-15,0.277,0.174,"No","NS"
"R3hdm4",0.1851,3.06935932537239e-26,9.90942658196477e-22,0.248,0.136,"No","NS"
"Ccdc58",0.1848,2.72203487651168e-19,8.78808959881795e-15,0.486,0.361,"No","NS"
"Larp1",0.1848,2.86136822792834e-12,9.23792732386664e-08,0.662,0.568,"No","NS"
"Ces1g",0.1843,3.7568487684687e-14,1.21289862490012e-09,0.142,0.08,"No","NS"
"Lpcat3",0.1841,7.36530624230539e-21,2.3778891203283e-16,0.262,0.157,"No","NS"
"Vamp8",0.184,8.20858949383602e-17,2.65014311808496e-12,0.346,0.237,"No","NS"
"Tdrd3",0.1836,6.29602428183207e-20,2.03267143938948e-15,0.239,0.142,"No","NS"
"Cpped1",0.1835,1.5906373133817e-61,5.1353725662528e-57,0.111,0.016,"No","NS"
"Slc39a14",0.1835,5.2627698097859e-23,1.69908523308938e-18,0.22,0.119,"No","NS"
"Klhl7",0.1835,1.93592920491471e-18,6.25014743806713e-14,0.261,0.162,"No","NS"
"Raph1",0.1833,3.69290025654507e-20,1.19225284782558e-15,0.283,0.176,"No","NS"
"Nfix",0.1832,3.77865291262954e-14,1.21993809284245e-09,0.916,0.888,"No","NS"
"Man1c1",0.1831,5.82018546906031e-32,1.87904687868612e-27,0.122,0.041,"No","NS"
"Abl2",0.183,3.34902944721549e-07,0.0108123415703352,0.443,0.376,"No","NS"
"Psmb6",0.1829,1.6071422634297e-13,5.18865879748279e-09,0.784,0.702,"No","NS"
"Cnot2",0.1826,5.28370339129721e-15,1.70584363988031e-10,0.529,0.416,"No","NS"
"Ube2g1",0.1826,4.70402043891816e-09,0.000151869299870473,0.402,0.325,"No","NS"
"Tshz1",0.1825,1.53968950313527e-09,4.97088756087222e-05,0.358,0.284,"No","NS"
"Ephx1",0.1821,2.71224531292006e-18,8.7564839927624e-14,0.506,0.375,"No","NS"
"Smarce1",0.182,4.38571830500536e-13,1.41592915477098e-08,0.643,0.538,"No","NS"
"Lrch1",0.182,5.49384159636992e-11,1.77368675938803e-06,0.282,0.206,"No","NS"
"Kif13a",0.1819,1.20442449336877e-13,3.88848447684109e-09,0.392,0.295,"No","NS"
"Lamtor5",0.1819,2.74190222706602e-12,8.85223134008264e-08,0.445,0.354,"No","NS"
"1110038B12Rik",0.1818,1.10797222634869e-16,3.57708833276674e-12,0.794,0.708,"No","NS"
"Galnt1",0.1816,1.86931412869604e-13,6.03508066449518e-09,0.411,0.31,"No","NS"
"C1d",0.1811,9.00635932418403e-15,2.90770310781282e-10,0.332,0.236,"No","NS"
"Mrpl58",0.1809,1.25611633054711e-14,4.05537157317136e-10,0.367,0.268,"No","NS"
"Clu",0.1808,0.000744097877846905,1,0.131,0.105,"No","NS"
